0	0.003703698	3	-3	-4	-4	-3	-4	-2	-4	3	3	-3	-4	-4	-4	-1	1	-1	1	1	1	-2	0	1	-2	0	1	1	-1	-2	-1	1	-2
1	0.003365061	3	1	-3	1	0	3	0	0	-4	2	1	-1	-1	1	-4	3	-1	-2	1	1	0	0	0	1	-2	1	-2	0	1	0	1	0
2	0.003359805	3	-2	0	1	2	2	-2	-3	1	-2	-1	-4	-2	-2	2	-4	-2	-2	-1	-1	-2	-1	1	-1	0	-1	1	1	1	-1	-1	-2
3	0.003549894	-2	-1	-2	1	-4	0	1	-1	-3	2	3	1	-2	-4	2	-4	1	-2	-2	-2	-2	0	-2	-2	-2	-2	-1	0	0	1	0	0
4	0.003781748	-4	0	-1	-3	-4	1	-4	-4	2	-2	0	2	1	1	-1	-2	-2	-2	-2	1	-1	-2	0	0	-1	1	0	-1	-2	1	0	0
5	0.003462326	0	-4	-3	3	-3	3	3	-3	-1	-1	1	-1	3	3	-3	3	-1	-2	1	1	-2	-1	1	1	-2	1	-2	0	-2	1	-2	1
6	0.003607121	-3	2	-2	3	3	-4	0	-1	0	-2	0	-1	-1	0	-2	-4	0	1	-2	-2	-2	1	-1	-1	0	-1	-1	0	-1	1	0	1
7	0.003465074	-2	1	0	-1	-4	2	1	0	-3	-1	0	-3	1	0	2	-4	-2	-1	0	0	-1	1	-1	0	1	-1	-1	1	0	1	0	-1
8	0.003261336	-2	2	1	1	3	0	-2	-3	2	-4	-1	-1	-3	0	1	-3	-2	0	-1	-2	0	1	0	-2	-1	0	1	0	0	-2	-2	0
9	0.003625828	1	-3	0	-3	-2	3	2	0	-2	3	-4	-4	3	-1	-2	-3	-1	1	-2	1	-1	-1	1	0	-1	0	-1	0	-2	-1	-1	-2
10	0.003491127	-4	1	0	1	-1	1	-2	-4	-4	0	-1	-1	3	1	-3	1	1	-1	0	1	-2	-1	1	1	0	-2	-1	1	1	1	0	-2
11	0.003577735	-2	-4	3	1	1	-3	1	2	3	1	-4	-4	1	1	1	-1	1	0	-1	-2	1	-2	1	-1	-2	0	1	-1	1	-2	1	0
12	0.003570399	-3	2	1	-1	3	2	-4	-4	3	2	1	2	3	-3	3	-1	1	-2	-1	-2	1	0	1	-1	1	-1	1	-1	0	-2	-2	0
13	0.003734338	-3	2	-3	-4	2	1	-1	-4	1	1	-3	-2	-4	3	-1	-2	-2	0	-2	1	-1	-1	-2	0	-2	0	0	-1	-1	-2	1	-1
14	0.003409323	-3	1	-4	-1	-3	0	1	3	1	-1	1	-4	1	2	2	-3	1	-1	1	0	0	-2	1	-1	1	0	-1	0	0	0	0	1
15	0.003559313	1	1	-3	-2	-2	3	3	-4	0	0	-3	1	-1	-4	-3	2	-1	-2	-1	0	1	0	0	1	-1	-2	0	-2	-2	-1	-2	-2
16	0.003435078	3	0	0	1	-3	2	0	0	-3	3	-3	-2	3	1	3	0	1	1	0	1	-2	0	1	-2	-2	0	-1	-2	-2	-2	1	1
17	0.003732834	-1	-4	2	-4	0	-4	-3	-2	-2	1	-4	-1	3	-2	-1	0	-1	0	1	1	0	1	0	0	1	-1	-1	0	0	1	0	1
18	0.003563029	-2	3	3	-2	-1	-4	0	0	1	0	-4	-2	-3	1	1	0	-1	0	1	1	-2	-2	-2	-1	0	-2	0	-1	-1	-1	1	0
19	0.003411424	0	-3	3	-1	-4	-1	0	3	0	-3	-4	-1	-3	0	3	-1	-2	-1	1	0	-1	0	-1	-1	-2	-2	-1	0	-1	1	1	0
20	0.003764824	0	-1	-4	-1	1	1	-2	3	-2	-3	3	1	2	1	3	2	-1	-1	1	-1	0	-1	-1	0	-1	-2	-1	-1	-2	-1	0	-2
21	0.003218198	2	0	-1	0	-1	2	3	-2	1	-3	0	3	-2	0	-2	1	1	1	-2	0	-2	1	-2	-2	-2	0	-2	-2	1	-1	0	-1
22	0.003541369	-4	3	-1	2	3	-2	1	-4	1	0	-4	-1	1	-2	-2	1	0	1	0	-1	0	-1	-1	0	-1	1	1	-1	-1	0	-2	1
23	0.003330602	-3	3	-4	2	0	-4	-3	3	0	-2	-4	1	1	2	-2	1	1	0	0	-1	-1	1	-2	-1	-2	0	-1	1	1	-1	0	-1
24	0.003701164	0	3	2	3	0	-1	1	-4	2	-3	-2	-2	-3	1	-3	2	-1	-1	1	-1	1	-1	0	-1	1	-2	-2	-2	0	-2	-1	0
