0	29.1824 	-1	-1	-3	4	-4	-1	-4	-3	2	0	-2	-3	-3	1	-4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	31.1779 	-1	-2	0	3	-1	0	4	0	1	-2	-2	-3	-3	-1	4	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	31.0396 	4	-3	-1	-2	2	-3	-2	0	-2	-4	2	1	0	0	-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	30.1555 	-1	4	3	3	-2	2	2	1	3	4	-1	-3	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	30.3172 	1	-2	-4	-3	2	0	2	-4	-4	3	-3	0	1	0	3	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	29.0747 	0	1	-3	-3	1	2	-1	4	3	-1	-1	-3	-2	1	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	31.4606 	4	-1	-4	3	-2	-4	-2	-3	-4	0	2	-4	-2	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	28.8246 	-2	1	-1	-2	-2	0	3	4	4	2	2	-4	-2	3	3	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	28.3551 	-1	-4	-1	2	3	-4	2	-3	1	2	4	2	-2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	26.9644 	2	4	2	-3	0	1	-1	-1	3	1	0	-2	-3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
