0	26.5041 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-1	0	-2	-2	-2	-1	1	0	-2	2	-1	0	0	2
1	27.7590 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-2	0	2	1	2	2	1	-2	-2	2	-1	0	-2	0	-1
2	27.8161 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	1	2	2	1	-1	0	2	-2	-2	-1	-1	1	2	1	0
3	22.0351 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	2	-1	0	2	-2	0	2	-1	-1	0	1	-2	2	-2
4	26.4095 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	-2	1	1	1	1	-1	1	1	-2	0	2	1	-2	1
5	26.9236 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-2	-1	1	1	1	2	-1	1	1	-1	1	-1	-1	0
6	25.4043 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	-2	-1	2	1	0	-2	-2	1	1	-1	1	0
7	27.7186 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	1	-2	-2	0	1	-2	-2	-2	-2	-1	-1	2	0	-1	2
8	25.4395 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	2	-1	-2	0	0	-2	-2	2	1	0	0	-1	0	0
9	26.8370 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2	-1	1	2	-1	1	1	1	-1	2	-2	2	1	2	1
